🇨🇳顺子随意,#genre#
緯來戲劇台,http://211.75.171.121:8529/http/61.67.128.137:8081/hls/69/811/ch033.m3u8
緯來育樂台,http://211.75.171.121:8563/http/61.67.128.137:8081/hls/68/810/ch030.m3u8
緯來體育台,http://211.75.171.121:8564/http/61.67.128.137:8081/hls/67/809/ch028.m3u8
龍華戲劇台,http://211.75.171.121:8506/http/61.67.128.137:8068/hls/13/80/cstv13.m3u8
龍華日韓台,http://211.75.171.121:8507/http/61.67.128.137:8068/hls/12/80/cstv12.m3u8
龍華偶像台,http://211.75.171.121:8508/http/61.67.128.137:8068/hls/11/80/cstv11.m3u8
HBO亞洲台,http://211.75.171.121:8558/http/61.67.128.137:8081/hls/71/813/ch041.m3u8
AXN亞洲台,http://211.75.171.121:8559/http/61.67.128.137:8081/hls/71/813/ch043.m3u8
龍華電影台,http://211.75.171.121:8509/http/61.67.128.137:8068/hls/10/80/cstv10.m3u8
緯來電影台,http://211.75.171.121:8581/http/61.67.128.137:8081/hls/69/811/ch035.m3u8
韓國娛樂台,http://211.75.171.121:8518/http/61.67.128.137:8092/upload/116/KMTV_TS-1111_1.m3u8
旅遊生活台,http://211.75.171.121:8510/http/61.67.128.137:8088/hls/70/812/ch038.m3u8
亞洲旅遊台,http://211.75.171.121:8512/http/61.67.128.137:8088/hls/76/818/ch061.m3u8
探索發現台,http://211.75.171.121:8515/http/61.67.128.137:8088/hls/71/813/ch044.m3u8
寵物俱樂部,http://211.75.171.121:8528/http/61.67.128.137:8078/hls/40/80/pettv.m3u8
動物星球台,http://211.75.171.121:8590/http/61.67.128.137:8088/hls/70/812/ch037.m3u8
人間衛視台,http://211.75.171.121:8514/http/61.67.128.137:8088/hls/69/811/ch036.m3u8
大愛電視台,http://211.75.171.121:8585/http/61.67.128.137:8088/hls/73/815/ch052.m3u8
好消息綜合,http://211.75.171.121:8586/http/61.67.128.137:8088/hls/74/816/ch053.m3u8
博斯運動台,http://211.75.171.121:8543/http/61.67.128.137:8068/hls/15/80/cstv15.m3u8
城市運動台,http://211.75.171.121:8587/http/61.67.128.137:8078/hls/112/80/tracesport.m3u8
DAZN一台,http://211.75.171.121:8579/http/61.67.128.137:8078/hls/25/80/esport.m3u8
DAZN二台,http://211.75.171.121:8578/http/61.67.128.137:8078/hls/26/80/esport2.m3u8
NHK世界台,http://211.75.171.121:8553/http/61.67.128.137:8081/hls/62/804/ch006.m3u8
MOMO綜合,http://211.75.171.121:8502/http/61.67.128.137:8081/hls/76/818/momo_4max.m3u8
MOMO親子,http://211.75.171.121:8522/http/61.67.128.137:8081/hls/90/80/momo4max.m3u8
法国时装,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8



💝电信专区,#genre#
CCTV1-综合,http://60.172.130.146:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://60.172.130.146:352/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://60.172.130.146:352/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://60.172.130.146:352/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://60.172.130.146:352/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://60.172.130.146:352/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://60.172.130.146:352/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://60.172.130.146:352/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://60.172.130.146:352/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://60.172.130.146:352/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://60.172.130.146:352/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://60.172.130.146:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://60.172.130.146:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://60.172.130.146:352/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://60.172.130.146:352/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://60.172.130.146:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://60.172.130.146:352/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://60.172.130.146:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://60.172.130.146:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://60.172.130.146:352/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://60.172.130.146:352/tsfile/live/0122_2.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://60.172.130.146:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://60.172.130.146:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://60.172.130.146:352/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://60.172.130.146:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://60.172.130.146:352/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://60.172.130.146:352/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://60.172.130.146:352/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://60.172.130.146:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://60.172.130.146:352/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://60.172.130.146:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://60.172.130.146:352/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://60.172.130.146:352/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://60.172.130.146:352/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://60.172.130.146:352/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://60.172.130.146:352/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://60.172.130.146:352/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://60.172.130.146:352/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://60.172.130.146:352/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
安徽经视,http://60.172.130.146:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
安徽影视,http://60.172.130.146:352/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
安徽公共,http://60.172.130.146:352/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
安徽综艺,http://60.172.130.146:352/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
合肥新闻,http://60.172.130.146:352/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://60.172.130.146:352/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://60.172.130.146:352/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://60.172.130.146:352/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷卡通,http://60.172.130.146:352/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
全纪实,http://60.172.130.146:352/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://60.172.130.146:352/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://36.25.232.33:8888/udp/233.50.201.118:5140
CCTV2,http://36.25.232.33:8888/udp/233.50.201.119:5140
CCTV3,http://36.25.232.33:8888/udp/233.50.201.196:5140
CCTV4,http://36.25.232.33:8888/udp/233.50.201.4:5140
CCTV5,http://36.25.232.33:8888/udp/233.50.201.197:5140
CCTV5+,http://36.25.232.33:8888/udp/233.50.201.220:5140
CCTV6,http://36.25.232.33:8888/udp/233.50.201.198:5140
CCTV7,http://36.25.232.33:8888/udp/233.50.201.120:5140
CCTV8,http://36.25.232.33:8888/udp/233.50.201.199:5140
CCTV9,http://36.25.232.33:8888/udp/233.50.201.121:5140
CCTV10,http://36.25.232.33:8888/udp/233.50.201.122:5140
CCTV11,http://36.25.232.33:8888/udp/233.50.201.11:5140
CCTV12,http://36.25.232.33:8888/udp/233.50.201.123:5140
CCTV13,http://36.25.232.33:8888/udp/233.50.201.246:5140
CCTV14,http://36.25.232.33:8888/udp/233.50.201.124:5140
CCTV15,http://36.25.232.33:8888/udp/233.50.201.15:5140
CCTV16 4k,http://36.25.232.33:8888/udp/233.50.201.63:5140
CCTV16,http://36.25.232.33:8888/udp/233.50.201.192:5140
CCTV17,http://36.25.232.33:8888/udp/233.50.201.35:5140
浙江卫视,http://36.25.232.33:8888/udp/233.50.201.100:5140
深圳卫视,http://36.25.232.33:8888/udp/233.50.201.101:5140
广东卫视,http://36.25.232.33:8888/udp/233.50.201.102:5140
湖南卫视,http://36.25.232.33:8888/udp/233.50.201.103:5140
天津卫视,http://36.25.232.33:8888/udp/233.50.201.104:5140
山东卫视,http://36.25.232.33:8888/udp/233.50.201.105:5140
江苏卫视,http://36.25.232.33:8888/udp/233.50.201.106:5140
北京卫视,http://36.25.232.33:8888/udp/233.50.201.107:5140
四川卫视,http://36.25.232.33:8888/udp/233.50.201.139:5140
河北卫视,http://36.25.232.33:8888/udp/233.50.201.140:5140
辽宁卫视,http://36.25.232.33:8888/udp/233.50.201.141:5140
贵州卫视,http://36.25.232.33:8888/udp/233.50.201.142:5140
重庆卫视,http://36.25.232.33:8888/udp/233.50.201.143:5140
河南卫视,http://36.25.232.33:8888/udp/233.50.201.144:5140
江西卫视,http://36.25.232.33:8888/udp/233.50.201.145:5140
东南卫视,http://36.25.232.33:8888/udp/233.50.201.146:5140
安徽卫视,http://36.25.232.33:8888/udp/233.50.201.113:5140
湖北卫视,http://36.25.232.33:8888/udp/233.50.201.114:5140
黑龙江卫视,http://36.25.232.33:8888/udp/233.50.201.115:5140
东方卫视,http://36.25.232.33:8888/udp/233.50.201.125:5140
内蒙古卫视,http://36.25.232.33:8888/udp/233.50.201.148:5140
甘肃卫视,http://36.25.232.33:8888/udp/233.50.201.149:5140
海南卫视,http://36.25.232.33:8888/udp/233.50.201.55:5140
青海卫视,http://36.25.232.33:8888/udp/233.50.201.65:5140
西藏卫视,http://36.25.232.33:8888/udp/233.50.201.70:5140
陕西卫视,http://36.25.232.33:8888/udp/233.50.201.59:5140
兵团卫视,http://36.25.232.33:8888/udp/233.50.201.72:5140
山西卫视,http://36.25.232.33:8888/udp/233.50.201.51:5140
宁夏卫视,http://36.25.232.33:8888/udp/233.50.201.57:5140
广西卫视,http://36.25.232.33:8888/udp/233.50.201.49:5140
云南卫视,http://36.25.232.33:8888/udp/233.50.201.46:5140
吉林卫视,http://36.25.232.33:8888/udp/233.50.201.48:5140
中国教育一套,http://36.25.232.33:8888/udp/233.50.201.75:5140
中国教育四套,http://36.25.232.33:8888/udp/233.50.201.172:5140
凤凰卫视中文,http://36.25.232.33:8888/udp/233.50.200.191:5140
凤凰卫视资讯,http://36.25.232.33:8888/udp/233.50.200.192:5140
CGTN,http://36.25.232.33:8888/udp/233.50.201.126:5140
CGTN-西班牙语,http://36.25.232.33:8888/udp/233.50.201.36:5140
CGTN-法语,http://36.25.232.33:8888/udp/233.50.201.37:5140
CGTN-阿拉伯语,http://36.25.232.33:8888/udp/233.50.201.38:5140
CGTN-俄语,http://36.25.232.33:8888/udp/233.50.201.39:5140
钱江频道,http://36.25.232.33:8888/udp/233.50.201.132:5140
浙江经济生活,http://36.25.232.33:8888/udp/233.50.201.133:5140
浙江教育,http://36.25.232.33:8888/udp/233.50.201.134:5140
浙江民生,http://36.25.232.33:8888/udp/233.50.201.136:5140
浙江news,http://36.25.232.33:8888/udp/233.50.201.137:5140
浙江少儿,http://36.25.232.33:8888/udp/233.50.201.138:5140
杭州1综合,http://36.25.232.33:8888/udp/233.50.201.173:5140
杭州2明珠,http://36.25.232.33:8888/udp/233.50.201.174:5140
杭州3生活,http://36.25.232.33:8888/udp/233.50.201.175:5140
杭州4影视,http://36.25.232.33:8888/udp/233.50.201.176:5140
杭州5青少,http://36.25.232.33:8888/udp/233.50.201.177:5140
杭州导视,/rtp/233.50.201.182:5140
极速汽车,http://36.25.232.33:8888/udp/233.50.201.208:5140
宁波TV1,http://36.25.232.33:8888/udp/233.50.201.168:5140
宁波TV2,http://36.25.232.33:8888/udp/233.50.201.178:5140
宁波TV3,http://36.25.232.33:8888/udp/233.50.201.179:5140
宁波TV4,http://36.25.232.33:8888/udp/233.50.201.180:5140
宁波TV5,http://36.25.232.33:8888/udp/233.50.201.181:5140
温州新闻,http://36.25.232.33:8888/udp/233.50.201.87:5140
衢州新闻,http://36.25.232.33:8888/udp/233.50.201.155:5140
绍兴新闻,http://36.25.232.33:8888/udp/233.50.201.156:5140
台州-1,http://36.25.232.33:8888/udp/233.50.201.157:5140
湖州公共,http://36.25.232.33:8888/udp/233.50.201.158:5140
金华新闻,http://36.25.232.33:8888/udp/233.50.201.161:5140
丽水新闻,http://36.25.232.33:8888/udp/233.50.201.162:5140
嘉兴新闻,http://36.25.232.33:8888/udp/233.50.201.163:5140
桐乡新闻,http://36.25.232.33:8888/udp/233.50.201.169:5140
杭州导视,http://36.25.232.33:8888/udp/233.50.201.182:5140
之江记录,http://36.25.232.33:8888/udp/233.50.202.25:5140
优优宝贝,http://36.25.232.33:8888/udp/233.50.202.24:5140
YMG新闻,/rtp/233.50.201.159:5140
法制天地,http://36.25.232.33:8888/udp/233.50.201.191:5140
金鹰卡通,http://36.25.232.33:8888/udp/233.50.201.73:5140
哈哈炫动,http://36.25.232.33:8888/udp/233.50.201.74:5140
动漫秀场,http://36.25.232.33:8888/udp/233.50.201.184:5140
游戏风云,http://36.25.232.33:8888/udp/233.50.201.183:5140
乐游,http://36.25.232.33:8888/udp/233.50.201.185:5140
金色学堂,http://36.25.232.33:8888/udp/233.50.201.186:5140
生活时尚,http://36.25.232.33:8888/udp/233.50.201.187:5140
茶频道,http://36.25.232.33:8888/udp/233.50.201.188:5140
快乐垂钓,http://36.25.232.33:8888/udp/233.50.201.109:5140
BesTV,http://36.25.232.33:8888/udp/233.50.201.201:5140
中国蓝直播,http://36.25.232.33:8888/udp/233.50.201.193:5140
新视觉HD,http://36.25.232.33:8888/udp/233.50.201.244:5140
欢笑剧场,http://36.25.232.33:8888/udp/233.50.201.189:5140
都市剧场,http://36.25.232.33:8888/udp/233.50.201.190:5140
电视购物,http://36.25.232.33:8888/udp/233.50.201.248:5140
家有购物,http://36.25.232.33:8888/udp/233.50.201.90:5140
游戏频道,http://36.25.232.33:8888/udp/233.50.201.207:5140
游戏频道,http://36.25.232.33:8888/udp/233.50.201.215:5140
未知频道,http://36.25.232.33:8888/udp/233.50.201.224:5140
中国蓝直播,http://36.25.232.33:8888/udp/233.50.201.108:5140
浙江之声广播,http://36.25.232.33:8888/udp/233.50.201.79:5140
浙江新闻广播,http://36.25.232.33:8888/udp/233.50.201.80:5140
经济频道广播,http://36.25.232.33:8888/udp/233.50.201.81:5140
音乐调频广播,http://36.25.232.33:8888/udp/233.50.201.82:5140
交通之声广播,http://36.25.232.33:8888/udp/233.50.201.83:5140
旅游之声广播,http://36.25.232.33:8888/udp/233.50.201.84:5140
城市之声广播,http://36.25.232.33:8888/udp/233.50.201.85:5140
民生资讯广播,http://36.25.232.33:8888/udp/233.50.201.86:5140

CCTV1,http://115.221.83.182:8888/udp/233.50.201.118:5140
CCTV2,http://115.221.83.182:8888/udp/233.50.201.119:5140
CCTV3,http://115.221.83.182:8888/udp/233.50.201.196:5140
CCTV4,http://115.221.83.182:8888/udp/233.50.201.4:5140
CCTV5,http://115.221.83.182:8888/udp/233.50.201.197:5140
CCTV5+,http://115.221.83.182:8888/udp/233.50.201.220:5140
CCTV6,http://115.221.83.182:8888/udp/233.50.201.198:5140
CCTV7,http://115.221.83.182:8888/udp/233.50.201.120:5140
CCTV8,http://115.221.83.182:8888/udp/233.50.201.199:5140
CCTV9,http://115.221.83.182:8888/udp/233.50.201.121:5140
CCTV10,http://115.221.83.182:8888/udp/233.50.201.122:5140
CCTV11,http://115.221.83.182:8888/udp/233.50.201.11:5140
CCTV12,http://115.221.83.182:8888/udp/233.50.201.123:5140
CCTV13,http://115.221.83.182:8888/udp/233.50.201.246:5140
CCTV14,http://115.221.83.182:8888/udp/233.50.201.124:5140
CCTV15,http://115.221.83.182:8888/udp/233.50.201.15:5140
CCTV16 4k,http://115.221.83.182:8888/udp/233.50.201.63:5140
CCTV16,http://115.221.83.182:8888/udp/233.50.201.192:5140
CCTV17,http://115.221.83.182:8888/udp/233.50.201.35:5140
浙江卫视,http://115.221.83.182:8888/udp/233.50.201.100:5140
深圳卫视,http://115.221.83.182:8888/udp/233.50.201.101:5140
广东卫视,http://115.221.83.182:8888/udp/233.50.201.102:5140
湖南卫视,http://115.221.83.182:8888/udp/233.50.201.103:5140
天津卫视,http://115.221.83.182:8888/udp/233.50.201.104:5140
山东卫视,http://115.221.83.182:8888/udp/233.50.201.105:5140
江苏卫视,http://115.221.83.182:8888/udp/233.50.201.106:5140
北京卫视,http://115.221.83.182:8888/udp/233.50.201.107:5140
四川卫视,http://115.221.83.182:8888/udp/233.50.201.139:5140
河北卫视,http://115.221.83.182:8888/udp/233.50.201.140:5140
辽宁卫视,http://115.221.83.182:8888/udp/233.50.201.141:5140
贵州卫视,http://115.221.83.182:8888/udp/233.50.201.142:5140
重庆卫视,http://115.221.83.182:8888/udp/233.50.201.143:5140
河南卫视,http://115.221.83.182:8888/udp/233.50.201.144:5140
江西卫视,http://115.221.83.182:8888/udp/233.50.201.145:5140
东南卫视,http://115.221.83.182:8888/udp/233.50.201.146:5140
安徽卫视,http://115.221.83.182:8888/udp/233.50.201.113:5140
湖北卫视,http://115.221.83.182:8888/udp/233.50.201.114:5140
黑龙江卫视,http://115.221.83.182:8888/udp/233.50.201.115:5140
东方卫视,http://115.221.83.182:8888/udp/233.50.201.125:5140
内蒙古卫视,http://115.221.83.182:8888/udp/233.50.201.148:5140
甘肃卫视,http://115.221.83.182:8888/udp/233.50.201.149:5140
海南卫视,http://115.221.83.182:8888/udp/233.50.201.55:5140
青海卫视,http://115.221.83.182:8888/udp/233.50.201.65:5140
西藏卫视,http://115.221.83.182:8888/udp/233.50.201.70:5140
陕西卫视,http://115.221.83.182:8888/udp/233.50.201.59:5140
兵团卫视,http://115.221.83.182:8888/udp/233.50.201.72:5140
山西卫视,http://115.221.83.182:8888/udp/233.50.201.51:5140
宁夏卫视,http://115.221.83.182:8888/udp/233.50.201.57:5140
广西卫视,http://115.221.83.182:8888/udp/233.50.201.49:5140
云南卫视,http://115.221.83.182:8888/udp/233.50.201.46:5140
吉林卫视,http://115.221.83.182:8888/udp/233.50.201.48:5140
中国教育一套,http://115.221.83.182:8888/udp/233.50.201.75:5140
中国教育四套,http://115.221.83.182:8888/udp/233.50.201.172:5140
凤凰卫视中文,http://115.221.83.182:8888/udp/233.50.200.191:5140
凤凰卫视资讯,http://115.221.83.182:8888/udp/233.50.200.192:5140
CGTN,http://115.221.83.182:8888/udp/233.50.201.126:5140
CGTN-西班牙语,http://115.221.83.182:8888/udp/233.50.201.36:5140
CGTN-法语,http://115.221.83.182:8888/udp/233.50.201.37:5140
CGTN-阿拉伯语,http://115.221.83.182:8888/udp/233.50.201.38:5140
CGTN-俄语,http://115.221.83.182:8888/udp/233.50.201.39:5140
钱江频道,http://115.221.83.182:8888/udp/233.50.201.132:5140
浙江经济生活,http://115.221.83.182:8888/udp/233.50.201.133:5140
浙江教育,http://115.221.83.182:8888/udp/233.50.201.134:5140
浙江民生,http://115.221.83.182:8888/udp/233.50.201.136:5140
浙江news,http://115.221.83.182:8888/udp/233.50.201.137:5140
浙江少儿,http://115.221.83.182:8888/udp/233.50.201.138:5140
杭州1综合,http://115.221.83.182:8888/udp/233.50.201.173:5140
杭州2明珠,http://115.221.83.182:8888/udp/233.50.201.174:5140
杭州3生活,http://115.221.83.182:8888/udp/233.50.201.175:5140
杭州4影视,http://115.221.83.182:8888/udp/233.50.201.176:5140
杭州5青少,http://115.221.83.182:8888/udp/233.50.201.177:5140
杭州导视,/rtp/233.50.201.182:5140
极速汽车,http://115.221.83.182:8888/udp/233.50.201.208:5140
宁波TV1,http://115.221.83.182:8888/udp/233.50.201.168:5140
宁波TV2,http://115.221.83.182:8888/udp/233.50.201.178:5140
宁波TV3,http://115.221.83.182:8888/udp/233.50.201.179:5140
宁波TV4,http://115.221.83.182:8888/udp/233.50.201.180:5140
宁波TV5,http://115.221.83.182:8888/udp/233.50.201.181:5140
温州新闻,http://115.221.83.182:8888/udp/233.50.201.87:5140
衢州新闻,http://115.221.83.182:8888/udp/233.50.201.155:5140
绍兴新闻,http://115.221.83.182:8888/udp/233.50.201.156:5140
台州-1,http://115.221.83.182:8888/udp/233.50.201.157:5140
湖州公共,http://115.221.83.182:8888/udp/233.50.201.158:5140
金华新闻,http://115.221.83.182:8888/udp/233.50.201.161:5140
丽水新闻,http://115.221.83.182:8888/udp/233.50.201.162:5140
嘉兴新闻,http://115.221.83.182:8888/udp/233.50.201.163:5140
桐乡新闻,http://115.221.83.182:8888/udp/233.50.201.169:5140
杭州导视,http://115.221.83.182:8888/udp/233.50.201.182:5140
之江记录,http://115.221.83.182:8888/udp/233.50.202.25:5140
优优宝贝,http://115.221.83.182:8888/udp/233.50.202.24:5140
YMG新闻,/rtp/233.50.201.159:5140
法制天地,http://115.221.83.182:8888/udp/233.50.201.191:5140
金鹰卡通,http://115.221.83.182:8888/udp/233.50.201.73:5140
哈哈炫动,http://115.221.83.182:8888/udp/233.50.201.74:5140
动漫秀场,http://115.221.83.182:8888/udp/233.50.201.184:5140
游戏风云,http://115.221.83.182:8888/udp/233.50.201.183:5140
乐游,http://115.221.83.182:8888/udp/233.50.201.185:5140
金色学堂,http://115.221.83.182:8888/udp/233.50.201.186:5140
生活时尚,http://115.221.83.182:8888/udp/233.50.201.187:5140
茶频道,http://115.221.83.182:8888/udp/233.50.201.188:5140
快乐垂钓,http://115.221.83.182:8888/udp/233.50.201.109:5140
BesTV,http://115.221.83.182:8888/udp/233.50.201.201:5140
中国蓝直播,http://115.221.83.182:8888/udp/233.50.201.193:5140
新视觉HD,http://115.221.83.182:8888/udp/233.50.201.244:5140
欢笑剧场,http://115.221.83.182:8888/udp/233.50.201.189:5140
都市剧场,http://115.221.83.182:8888/udp/233.50.201.190:5140
电视购物,http://115.221.83.182:8888/udp/233.50.201.248:5140
家有购物,http://115.221.83.182:8888/udp/233.50.201.90:5140
游戏频道,http://115.221.83.182:8888/udp/233.50.201.207:5140
游戏频道,http://115.221.83.182:8888/udp/233.50.201.215:5140
未知频道,http://115.221.83.182:8888/udp/233.50.201.224:5140
中国蓝直播,http://115.221.83.182:8888/udp/233.50.201.108:5140
浙江之声广播,http://115.221.83.182:8888/udp/233.50.201.79:5140
浙江新闻广播,http://115.221.83.182:8888/udp/233.50.201.80:5140
经济频道广播,http://115.221.83.182:8888/udp/233.50.201.81:5140
音乐调频广播,http://115.221.83.182:8888/udp/233.50.201.82:5140
交通之声广播,http://115.221.83.182:8888/udp/233.50.201.83:5140
旅游之声广播,http://115.221.83.182:8888/udp/233.50.201.84:5140
城市之声广播,http://115.221.83.182:8888/udp/233.50.201.85:5140
民生资讯广播,http://115.221.83.182:8888/udp/233.50.201.86:5140

🐼联通专区,#genre#

某某酒店,http://110.53.52.63:8888/newlive/live/hls/1/live.m3u8
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8
CCTV2,http://110.53.52.63:8888/newlive/live/hls/3/live.m3u8
CCTV3,http://110.53.52.63:8888/newlive/live/hls/4/live.m3u8
CCTV4,http://110.53.52.63:8888/newlive/live/hls/5/live.m3u8
CCTV5,http://110.53.52.63:8888/newlive/live/hls/6/live.m3u8
CCTV5+,http://110.53.52.63:8888/newlive/live/hls/7/live.m3u8
CCTV6,http://110.53.52.63:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://110.53.52.63:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://110.53.52.63:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://110.53.52.63:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://110.53.52.63:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://110.53.52.63:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://110.53.52.63:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://110.53.52.63:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://110.53.52.63:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://110.53.52.63:8888/newlive/live/hls/17/live.m3u8
北京卫视,http://110.53.52.63:8888/newlive/live/hls/18/live.m3u8
东方卫视,http://110.53.52.63:8888/newlive/live/hls/19/live.m3u8
广东卫视,http://110.53.52.63:8888/newlive/live/hls/20/live.m3u8
江苏卫视,http://110.53.52.63:8888/newlive/live/hls/21/live.m3u8
湖南卫视,http://110.53.52.63:8888/newlive/live/hls/22/live.m3u8
浙江卫视,http://110.53.52.63:8888/newlive/live/hls/23/live.m3u8
安徽卫视,http://110.53.52.63:8888/newlive/live/hls/24/live.m3u8
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
云南卫视,http://110.53.52.63:8888/newlive/live/hls/26/live.m3u8
贵州卫视,http://110.53.52.63:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://110.53.52.63:8888/newlive/live/hls/27/live.m3u8
山东卫视,http://110.53.52.63:8888/newlive/live/hls/29/live.m3u8
重庆卫视,http://110.53.52.63:8888/newlive/live/hls/30/live.m3u8
河南卫视,http://110.53.52.63:8888/newlive/live/hls/32/live.m3u8
四川卫视,http://110.53.52.63:8888/newlive/live/hls/31/live.m3u8
湖北卫视,http://110.53.52.63:8888/newlive/live/hls/33/live.m3u8
甘肃卫视,http://110.53.52.63:8888/newlive/live/hls/35/live.m3u8
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8
西藏卫视,http://110.53.52.63:8888/newlive/live/hls/36/live.m3u8
新疆卫视,http://110.53.52.63:8888/newlive/live/hls/37/live.m3u8
青海卫视,http://110.53.52.63:8888/newlive/live/hls/38/live.m3u8
宁夏卫视,http://110.53.52.63:8888/newlive/live/hls/39/live.m3u8
陕西卫视,http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
江西卫视,http://110.53.52.63:8888/newlive/live/hls/41/live.m3u8
天津卫视,http://110.53.52.63:8888/newlive/live/hls/42/live.m3u8
山西卫视,http://110.53.52.63:8888/newlive/live/hls/43/live.m3u8
内蒙古卫视,http://110.53.52.63:8888/newlive/live/hls/45/live.m3u8
东南卫视,http://110.53.52.63:8888/newlive/live/hls/47/live.m3u8
黑龙江卫视,http://110.53.52.63:8888/newlive/live/hls/44/live.m3u8
辽宁卫视,http://110.53.52.63:8888/newlive/live/hls/46/live.m3u8
GNTV,http://110.53.52.63:8888/newlive/live/hls/48/live.m3u8
