
// JSON 解析错误：JSON语法结构存在错误，无法解析，以下为您输出接口原文。
💥雨虹K歌💥,#genre#
我是真的爱你(我是歌手第二期),http://em.21dtv.com/songs/60081983.mkv
我是真的爱你（我是歌手第二期）,http://em.21dtv.com/songs/60096270.mkv
玩味,http://em.21dtv.com/songs/60166520.mkv
我问你,http://em.21dtv.com/songs/60143630.mkv
望星空,http://em.21dtv.com/songs/60043717.mkv
问心无愧,http://em.21dtv.com/songs/60044501.mkv
我要的幸福,http://em.21dtv.com/songs/60078380.mkv
我一个人流泪,http://em.21dtv.com/songs/60091076.mkv
我以为,http://em.21dtv.com/songs/60120517.mkv
完整,http://em.21dtv.com/songs/60151614.mkv
我走了,http://em.21dtv.com/songs/60078426.mkv
我站立的地方是中国,http://em.21dtv.com/songs/60152413.mkv
万紫千红,http://em.21dtv.com/songs/60043334.mkv
我在想念你,http://em.21dtv.com/songs/60103623.mkv
小阿妹,http://em.21dtv.com/songs/60091037.mkv
相爱是罪,http://em.21dtv.com/songs/60091083.mkv
小宝,http://em.21dtv.com/songs/60169730.mkv
西北黑雨,http://em.21dtv.com/songs/60078494.mkv
想不开放不开,http://em.21dtv.com/songs/60121752.mkv
下辈子爱个够,http://em.21dtv.com/songs/60061741.mkv
小城大事(演唱会),http://em.21dtv.com/songs/60049508.mkv
下定决心忘记你,http://em.21dtv.com/songs/60153060.mkv
笑得痛苦,http://em.21dtv.com/songs/60091084.mkv
幸福不会从天降,http://em.21dtv.com/songs/60051229.mkv
幸福的方向,http://em.21dtv.com/songs/60051254.mkv
幸福的歌谣,http://em.21dtv.com/songs/60115898.mkv
幸福的滋味,http://em.21dtv.com/songs/60051303.mkv
幸福中国一起走,http://em.21dtv.com/songs/60149965.mkv
幸福之家,http://em.21dtv.com/songs/60111090.mkv
星光灿烂,http://em.21dtv.com/songs/60051047.mkv
新滚滚红尘(演唱会),http://em.21dtv.com/songs/60084231.mkv
消耗,http://em.21dtv.com/songs/60049432.mkv
小花猫,http://em.21dtv.com/songs/60049592.mkv
绣红旗(演唱会),http://em.21dtv.com/songs/60067682.mkv
小河倘水,http://em.21dtv.com/songs/60049572.mkv
想见他,http://em.21dtv.com/songs/60049057.mkv
心里有话对你说,http://em.21dtv.com/songs/60050344.mkv
小妹,http://em.21dtv.com/songs/60049648.mkv
寻梦崀山,http://em.21dtv.com/songs/60145084.mkv
信念(演唱会),http://em.21dtv.com/songs/60065265.mkv
新年快乐,http://em.21dtv.com/songs/60121753.mkv
小鸟依人,http://em.21dtv.com/songs/60049682.mkv
小脾气,http://em.21dtv.com/songs/60071332.mkv
绣球飞飞,http://em.21dtv.com/songs/60126237.mkv
心碎,http://em.21dtv.com/songs/60067658.mkv
喜事多,http://em.21dtv.com/songs/60048173.mkv
喜事登门,http://em.21dtv.com/songs/60091139.mkv
袖手旁观（我是歌手第二期）,http://em.21dtv.com/songs/60096273.mkv
夏天,http://em.21dtv.com/songs/60086973.mkv
夏天2013,http://em.21dtv.com/songs/60097773.mkv
希望的中国走向未来,http://em.21dtv.com/songs/60047982.mkv
希望之星,http://em.21dtv.com/songs/60122823.mkv
消息,http://em.21dtv.com/songs/60049445.mkv
消息(演唱会),http://em.21dtv.com/songs/60049444.mkv
相信爱情,http://em.21dtv.com/songs/60078591.mkv
小小的太阳,http://em.21dtv.com/songs/60049803.mkv
小小日本,http://em.21dtv.com/songs/60070066.mkv
相信远方,http://em.21dtv.com/songs/60091150.mkv
喜新厌旧,http://em.21dtv.com/songs/60048182.mkv
笑颜,http://em.21dtv.com/songs/60049966.mkv
现眼报,http://em.21dtv.com/songs/60078556.mkv
向阳而生,http://em.21dtv.com/songs/60162165.mkv
相约红尘,http://em.21dtv.com/songs/60155682.mkv
洗衣机,http://em.21dtv.com/songs/60048097.mkv
小雨来的正是时候(无原唱),http://em.21dtv.com/songs/60049888.mkv
喜盈门,http://em.21dtv.com/songs/60048188.mkv
细雨长歌,http://em.21dtv.com/songs/60131882.mkv
香醉人间三千年,http://em.21dtv.com/songs/60125315.mkv
心中唯一的花,http://em.21dtv.com/songs/60072652.mkv
有伴,http://em.21dtv.com/songs/60154988.mkv
油茶花开,http://em.21dtv.com/songs/60100035.mkv
有点不习惯,http://em.21dtv.com/songs/60080871.mkv
一滴泪,http://em.21dtv.com/songs/60052850.mkv
原地跳,http://em.21dtv.com/songs/60055914.mkv
月儿圆了,http://em.21dtv.com/songs/60121673.mkv
荧光,http://em.21dtv.com/songs/60054509.mkv
月光爱人,http://em.21dtv.com/songs/60094101.mkv
阳光灿烂,http://em.21dtv.com/songs/60052169.mkv
妖怪女孩,http://em.21dtv.com/songs/60065311.mkv
渔光曲,http://em.21dtv.com/songs/60055547.mkv
一个人的天荒地老,http://em.21dtv.com/songs/60053037.mkv
一个人的天荒地老(演唱会),http://em.21dtv.com/songs/60053036.mkv
一个人哭,http://em.21dtv.com/songs/60053060.mkv
一个人流泪,http://em.21dtv.com/songs/60053066.mkv
一个人旅行,http://em.21dtv.com/songs/60087045.mkv
一个人万岁,http://em.21dtv.com/songs/60053088.mkv
一公升的眼泪,http://em.21dtv.com/songs/60091138.mkv
勇敢追梦的人,http://em.21dtv.com/songs/60143979.mkv
烟花,http://em.21dtv.com/songs/60056032.mkv
萤火虫,http://em.21dtv.com/songs/60054524.mkv
萤火虫飞啊飞,http://em.21dtv.com/songs/60095351.mkv
萤火虫飞呀飞,http://em.21dtv.com/songs/60100507.mkv
雨后的彩虹,http://em.21dtv.com/songs/60079339.mkv
永恒的承诺,http://em.21dtv.com/songs/60054636.mkv
越界,http://em.21dtv.com/songs/60079434.mkv
忆记(无原唱),http://em.21dtv.com/songs/60054116.mkv
又见大海,http://em.21dtv.com/songs/60055437.mkv
一脚浅拖,http://em.21dtv.com/songs/60109304.mkv
永记心间,http://em.21dtv.com/songs/60091040.mkv
夜空的星点,http://em.21dtv.com/songs/60116774.mkv
月亮女儿,http://em.21dtv.com/songs/60056417.mkv
月亮惹的祸,http://em.21dtv.com/songs/60096069.mkv
一路有你,http://em.21dtv.com/songs/60132304.mkv
月亮走我也走,http://em.21dtv.com/songs/60056454.mkv
沂蒙山小调,http://em.21dtv.com/songs/60054027.mkv
沂蒙小调,http://em.21dtv.com/songs/60054030.mkv
愿你,http://em.21dtv.com/songs/60164173.mkv
有你相随,http://em.21dtv.com/songs/60055238.mkv
有你相随(演唱会),http://em.21dtv.com/songs/60055237.mkv
原配,http://em.21dtv.com/songs/60122694.mkv
氧气,http://em.21dtv.com/songs/60088761.mkv
友情的安慰,http://em.21dtv.com/songs/60055057.mkv
一曲醉相思,http://em.21dtv.com/songs/60154584.mkv
愚人码头,http://em.21dtv.com/songs/60129078.mkv
依然想你,http://em.21dtv.com/songs/60054007.mkv
庸人自扰,http://em.21dtv.com/songs/60118963.mkv
一生的思念,http://em.21dtv.com/songs/60087967.mkv
一生的相守,http://em.21dtv.com/songs/60091072.mkv
有谁能懂我,http://em.21dtv.com/songs/60091078.mkv
一生相守,http://em.21dtv.com/songs/60053585.mkv
一万个理由,http://em.21dtv.com/songs/60053750.mkv
英雄,http://em.21dtv.com/songs/60119547.mkv
月下的相思,http://em.21dtv.com/songs/60056504.mkv
余兴节目,http://em.21dtv.com/songs/60055511.mkv
用心良苦,http://em.21dtv.com/songs/60054921.mkv
用心良苦 high party,http://em.21dtv.com/songs/60054917.mkv
用心良苦-high party2,http://em.21dtv.com/songs/60054923.mkv
遥相忆,http://em.21dtv.com/songs/60143309.mkv
姻缘,http://em.21dtv.com/songs/60054334.mkv
永远的恋人,http://em.21dtv.com/songs/60054706.mkv
永远的邀请,http://em.21dtv.com/songs/60105012.mkv
月圆歌,http://em.21dtv.com/songs/60126236.mkv
有一个美丽的地方,http://em.21dtv.com/songs/60091141.mkv
烟雨红尘,http://em.21dtv.com/songs/60152492.mkv
月园花好,http://em.21dtv.com/songs/60081449.mkv
一言难尽,http://em.21dtv.com/songs/60053803.mkv
有缘无份的爱,http://em.21dtv.com/songs/60093716.mkv
雨一直下,http://em.21dtv.com/songs/60055735.mkv
雨一直下(演唱会),http://em.21dtv.com/songs/60055733.mkv
野子,http://em.21dtv.com/songs/60119548.mkv
悠长的情线,http://em.21dtv.com/songs/60091053.mkv
这辈子注定要欠你,http://em.21dtv.com/songs/60155630.mkv
咱的爸爸妈妈,http://em.21dtv.com/songs/60100041.mkv
知道不知道,http://em.21dtv.com/songs/60058656.mkv
真的很难忘记你,http://em.21dtv.com/songs/60058101.mkv
真的用心良苦,http://em.21dtv.com/songs/60058120.mkv
绽放,http://em.21dtv.com/songs/60066587.mkv
整个八月,http://em.21dtv.com/songs/60058340.mkv
整个八月(演唱会),http://em.21dtv.com/songs/60058339.mkv
中国的春天,http://em.21dtv.com/songs/60058874.mkv
中国的希望,http://em.21dtv.com/songs/60058878.mkv
中国鼓,http://em.21dtv.com/songs/60091036.mkv
中国梦,http://em.21dtv.com/songs/60104106.mkv
中国梦 我为你喝彩,http://em.21dtv.com/songs/60114551.mkv
祖国你好,http://em.21dtv.com/songs/60060005.mkv
祖国颂,http://em.21dtv.com/songs/60067827.mkv
祖国永在我心中,http://em.21dtv.com/songs/60113012.mkv
中华山歌,http://em.21dtv.com/songs/60155420.mkv
最后のサヨナラ,http://em.21dtv.com/songs/60135601.mkv
张家界我的家乡,http://em.21dtv.com/songs/60121671.mkv
走进你身边,http://em.21dtv.com/songs/60059916.mkv
走进新时代,http://em.21dtv.com/songs/60059913.mkv
最佳影帝,http://em.21dtv.com/songs/60034927.mkv
再见以前先说再见,http://em.21dtv.com/songs/60091075.mkv
走路有风,http://em.21dtv.com/songs/60059928.mkv
在柳州,http://em.21dtv.com/songs/60121750.mkv
折磨,http://em.21dtv.com/songs/60057740.mkv
最美的你,http://em.21dtv.com/songs/60084647.mkv
怎么会狠心伤害我,http://em.21dtv.com/songs/60057357.mkv
怎么会忍心伤害我,http://em.21dtv.com/songs/60088770.mkv
怎么狠心伤害我,http://em.21dtv.com/songs/60088771.mkv
赵默有情人终成眷属,http://em.21dtv.com/songs/60088773.mkv
照片,http://em.21dtv.com/songs/60063418.mkv
责任,http://em.21dtv.com/songs/60057334.mkv
责任(演唱会),http://em.21dtv.com/songs/60057332.mkv
醉人的花香,http://em.21dtv.com/songs/60060521.mkv
长头发(演唱会),http://em.21dtv.com/songs/60057606.mkv
长头发之恋,http://em.21dtv.com/songs/60064934.mkv
走天涯,http://em.21dtv.com/songs/60069036.mkv
祝我幸福,http://em.21dtv.com/songs/60098345.mkv
真心难以道尽,http://em.21dtv.com/songs/60086248.mkv
赚呷人(无原唱),http://em.21dtv.com/songs/60017776.mkv
摘下所有美丽,http://em.21dtv.com/songs/60091077.mkv
在希望的田野上,http://em.21dtv.com/songs/60057182.mkv
醉逍遥,http://em.21dtv.com/songs/60095352.mkv
只想遇到一个人,http://em.21dtv.com/songs/60058485.mkv
走样,http://em.21dtv.com/songs/60059967.mkv
这一次我真的哭了,http://em.21dtv.com/songs/60057912.mkv
最远的你是我最近的爱,http://em.21dtv.com/songs/60155175.mkv
最勇敢的季节,http://em.21dtv.com/songs/60060445.mkv
这一刻,http://em.21dtv.com/songs/60079555.mkv
走月亮,http://em.21dtv.com/songs/60121675.mkv
在一起,http://em.21dtv.com/songs/60063417.mkv
昨夜秋雨,http://em.21dtv.com/songs/60060621.mkv
这一生都要为你受苦,http://em.21dtv.com/songs/60057937.mkv
这一生我只牵你的手,http://em.21dtv.com/songs/60057944.mkv
做自己,http://em.21dtv.com/songs/60101647.mkv
长长久久,http://em.21dtv.com/songs/60057624.mkv
站在冷冷的雨里,http://em.21dtv.com/songs/60100973.mkv
走在小康路上,http://em.21dtv.com/songs/60119494.mkv

张雨生,#genre#
爱情日期,http://em.21dtv.com/songs/60156637.mkv
爱上你的一切,http://em.21dtv.com/songs/60008664.mkv
不管不管,http://em.21dtv.com/songs/60011122.mkv
把世界分一半给你,http://em.21dtv.com/songs/60009582.mkv
从情人变知己,http://em.21dtv.com/songs/60013568.mkv
稻草,http://em.21dtv.com/songs/60155176.mkv
大地的天使,http://em.21dtv.com/songs/60013895.mkv
大海,http://em.21dtv.com/songs/60013948.mkv
多梦的岁月,http://em.21dtv.com/songs/60016131.mkv
带我去月球,http://em.21dtv.com/songs/60014282.mkv
灰色,http://em.21dtv.com/songs/60119839.mkv
还是朋友,http://em.21dtv.com/songs/60019627.mkv
和天一样高,http://em.21dtv.com/songs/60020435.mkv
口是心非,http://em.21dtv.com/songs/60025530.mkv
迷惘,http://em.21dtv.com/songs/60029932.mkv
没有烟抽的日子,http://em.21dtv.com/songs/60028902.mkv
宁可让我苦,http://em.21dtv.com/songs/60032690.mkv
你是我真心的执著,http://em.21dtv.com/songs/60091158.mkv
祈求,http://em.21dtv.com/songs/60033972.mkv
去香港看看(无原唱),http://em.21dtv.com/songs/60035855.mkv
如果你冷,http://em.21dtv.com/songs/60036863.mkv
如果你要离开我,http://em.21dtv.com/songs/60036880.mkv
热情的沙漠,http://em.21dtv.com/songs/60063455.mkv
热情的沙漠(演唱会),http://em.21dtv.com/songs/60063455.mkv
是否真的爱我,http://em.21dtv.com/songs/60039434.mkv
死里逃生,http://em.21dtv.com/songs/60092773.mkv
上一课,http://em.21dtv.com/songs/60038064.mkv
天天想你,http://em.21dtv.com/songs/60042157.mkv
我的期待,http://em.21dtv.com/songs/60091159.mkv
我的未来不是梦(演唱会),http://em.21dtv.com/songs/60045246.mkv
我的未来不是梦DJ,http://em.21dtv.com/songs/60164088.mkv
我期待,http://em.21dtv.com/songs/60046016.mkv
我是多么想,http://em.21dtv.com/songs/60046099.mkv
我什么都愿意给,http://em.21dtv.com/songs/60046059.mkv
我是一棵秋天的树,http://em.21dtv.com/songs/60046193.mkv
我想把整片天空打开,http://em.21dtv.com/songs/60046375.mkv
心底的中国,http://em.21dtv.com/songs/60050201.mkv
西风的话,http://em.21dtv.com/songs/60047915.mkv
想念我,http://em.21dtv.com/songs/60048688.mkv
相忘于江湖,http://em.21dtv.com/songs/60130283.mkv
一山好锋光(演唱会),http://em.21dtv.com/songs/60084370.mkv
一天到晚游泳的鱼,http://em.21dtv.com/songs/60053711.mkv
以为你都知道,http://em.21dtv.com/songs/60054091.mkv
永远的自由,http://em.21dtv.com/songs/60054742.mkv
再见女郎,http://em.21dtv.com/songs/60101635.mkv
自由歌,http://em.21dtv.com/songs/60059775.mkv
这一夜我睡不着,http://em.21dtv.com/songs/60110213.mkv
挣扎,http://em.21dtv.com/songs/60058377.mkv

卓依婷,#genre#
阿爸的话,http://em.21dtv.com/songs/60006713.mkv
敖包相会,http://em.21dtv.com/songs/60009424.mkv
爱的奉献,http://em.21dtv.com/songs/60007209.mkv
爱的路上我和你,http://em.21dtv.com/songs/60007309.mkv
爱江山更爱美人,http://em.21dtv.com/songs/60007641.mkv
阿里山姑娘,http://em.21dtv.com/songs/60006772.mkv
爱你不放心,http://em.21dtv.com/songs/60089182.mkv
阿娘的梦,http://em.21dtv.com/songs/60006813.mkv
爱你千万遍,http://em.21dtv.com/songs/60087479.mkv
爱你入骨,http://em.21dtv.com/songs/60062394.mkv
爱你一万年,http://em.21dtv.com/songs/60116608.mkv
爱拼才会赢,http://vd3.bdstatic.com/mda-jfreugw1pcza8xr1/mda-jfreugw1pcza8xr1.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
爱情故事哪电影,http://em.21dtv.com/songs/60063106.mkv
爱情神话,http://em.21dtv.com/songs/60087480.mkv
爱情一阵风,http://vd3.bdstatic.com/mda-jf5fre7jvd0q3rfu/mda-jf5fre7jvd0q3rfu.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
爱情总在幻灭时最美,http://em.21dtv.com/songs/60008505.mkv
爱人跟人走,http://em.21dtv.com/songs/60008565.mkv
爱阮有几分,http://em.21dtv.com/songs/60063178.mkv
爱上一个不回家的人,http://em.21dtv.com/songs/60089181.mkv
爱一个人好难,http://em.21dtv.com/songs/60009043.mkv
爱与罪,http://em.21dtv.com/songs/60146132.mkv
不爱你啊,http://em.21dtv.com/songs/60010968.mkv
保镖,http://em.21dtv.com/songs/60010018.mkv
宝岛好男儿,http://em.21dtv.com/songs/60010009.mkv
宝岛曼波,http://em.21dtv.com/songs/60060806.mkv
捕风捉影,http://em.21dtv.com/songs/60010945.mkv
不该来熟悉,http://em.21dtv.com/songs/60057582.mkv
不该欺骗我,http://em.21dtv.com/songs/60087449.mkv
百花齐放,http://em.21dtv.com/songs/60009783.mkv
拜年,http://em.21dtv.com/songs/60009823.mkv
不是你情人,http://em.21dtv.com/songs/60064009.mkv
白沙滩上的脚印,http://em.21dtv.com/songs/60009724.mkv
冰糖葫芦,http://em.21dtv.com/songs/60010849.mkv
背心,http://em.21dtv.com/songs/60010260.mkv
背心_东南西北风,http://em.21dtv.com/songs/60087485.mkv
甭相辞,http://em.21dtv.com/songs/60063501.mkv
八仙齐拜年,http://em.21dtv.com/songs/60071764.mkv
错爱,http://em.21dtv.com/songs/60112659.mkv
串串珠儿,http://em.21dtv.com/songs/60013169.mkv
杵歌,http://em.21dtv.com/songs/60013068.mkv
杵歌(演唱会),http://em.21dtv.com/songs/60013065.mkv
成功靠自己,http://em.21dtv.com/songs/60012553.mkv
成功靠自己(演唱会),http://em.21dtv.com/songs/60012551.mkv
擦干眼泪,http://em.21dtv.com/songs/60011851.mkv
采红菱,http://vd3.bdstatic.com/mda-jfdvpsg280t986rz/mda-jfdvpsg280t986rz.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
曾经心疼,http://em.21dtv.com/songs/60012176.mkv
常来常往_我的祝福记得吗,http://em.21dtv.com/songs/60087459.mkv
迟来的爱,http://em.21dtv.com/songs/60012788.mkv
从来都不知道,http://em.21dtv.com/songs/60013533.mkv
潮湿的心,http://em.21dtv.com/songs/60012447.mkv
出水芙蓉,http://em.21dtv.com/songs/60012962.mkv
财神来到我家门,http://em.21dtv.com/songs/60086480.mkv
茶山情歌,http://em.21dtv.com/songs/60012213.mkv
春天的故事,http://em.21dtv.com/songs/60086498.mkv
窗外,http://em.21dtv.com/songs/60013186.mkv
草原迎宾曲(无原唱),http://em.21dtv.com/songs/60012116.mkv
车站,http://em.21dtv.com/songs/60086488.mkv
春之晨,http://em.21dtv.com/songs/60087470.mkv
春之最,http://em.21dtv.com/songs/60087471.mkv
大拜年+恭喜大家过新年,http://em.21dtv.com/songs/60013841.mkv
东边敲锣西边响,http://em.21dtv.com/songs/60015499.mkv
大地回春满庭芳,http://em.21dtv.com/songs/60013906.mkv
第二道彩虹,http://em.21dtv.com/songs/60089185.mkv
蝶儿蝶儿满天飞,http://em.21dtv.com/songs/60015399.mkv
对花,http://em.21dtv.com/songs/60167613.mkv
电话情思,http://em.21dtv.com/songs/60148418.mkv
大家恭喜,http://em.21dtv.com/songs/60014006.mkv
杜鹃花+扬州小调,http://em.21dtv.com/songs/60087473.mkv
大家来听故事,http://em.21dtv.com/songs/60014019.mkv
待嫁女儿心,http://em.21dtv.com/songs/60014295.mkv
等久是你的,http://em.21dtv.com/songs/60014946.mkv
独角戏,http://em.21dtv.com/songs/60015790.mkv
大家一起来DJ,http://vd3.bdstatic.com/mda-jf1jfkgj3qte7h96/mda-jf1jfkgj3qte7h96.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
歹路不通行,http://vd3.bdstatic.com/mda-imigfktdeeseud4j/mda-imigfktdeeseud4j.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
打锣打鼓,http://em.21dtv.com/songs/60013803.mkv
带你飞,http://em.21dtv.com/songs/60125306.mkv
到哪里找那么好的人,http://em.21dtv.com/songs/60014759.mkv
东南西北风,http://em.21dtv.com/songs/60015548.mkv
等你在老地方,http://em.21dtv.com/songs/60121463.mkv
读书郎,http://em.21dtv.com/songs/60015844.mkv
杜十娘,http://em.21dtv.com/songs/60015875.mkv
单身情歌,http://em.21dtv.com/songs/60014386.mkv
大团圆,http://em.21dtv.com/songs/60014146.mkv
第一次失恋,http://em.21dtv.com/songs/60015246.mkv
打渔的儿郎,http://em.21dtv.com/songs/60013831.mkv
都依你,http://em.21dtv.com/songs/60087491.mkv
芳草无情,http://em.21dtv.com/songs/60016535.mkv
芬芳,http://em.21dtv.com/songs/60017147.mkv
风含情水含笑,http://em.21dtv.com/songs/60017301.mkv
凤凰于飞,http://em.21dtv.com/songs/60017601.mkv
放开一点点,http://em.21dtv.com/songs/60016630.mkv
放弃你情非得已,http://em.21dtv.com/songs/60082889.mkv
夫妻双双把家还,http://em.21dtv.com/songs/60017643.mkv
飞天,http://em.21dtv.com/songs/60016853.mkv
奉献,http://em.21dtv.com/songs/60017621.mkv
风中的承诺,http://em.21dtv.com/songs/60017484.mkv
孤儿乐园,http://em.21dtv.com/songs/60018901.mkv
滚滚红尘,http://em.21dtv.com/songs/60086575.mkv
高歌一曲迎新年,http://em.21dtv.com/songs/60107557.mkv
橄榄树,http://em.21dtv.com/songs/60018119.mkv
故事里的故事,http://em.21dtv.com/songs/60019040.mkv
鼓声迎来万年红,http://em.21dtv.com/songs/60086568.mkv
恭喜发财,http://em.21dtv.com/songs/60018743.mkv
过新年最高兴,http://em.21dtv.com/songs/60087489.mkv
跟昨天说再见,http://em.21dtv.com/songs/60158035.mkv
伙伴,http://em.21dtv.com/songs/60022485.mkv
挥别旧岁(无声),http://em.21dtv.com/songs/60089698.mkv
好春天,http://em.21dtv.com/songs/60019976.mkv
化蝶,http://em.21dtv.com/songs/60021593.mkv
花儿娇媚蝶儿采,http://em.21dtv.com/songs/60021337.mkv
好姑娘,http://em.21dtv.com/songs/60020010.mkv
好姑娘(演唱会),http://em.21dtv.com/songs/60020007.mkv
花好月圆,http://vd3.bdstatic.com/mda-jepfhjwcthgci13y/mda-jepfhjwcthgci13y.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
欢聚一堂_欢聚,http://em.21dtv.com/songs/60087474.mkv
花开富贵,http://em.21dtv.com/songs/60021425.mkv
厚脸皮,http://em.21dtv.com/songs/60060751.mkv
欢乐新春,http://em.21dtv.com/songs/60021764.mkv
怀念的人,http://em.21dtv.com/songs/60021656.mkv
回娘家,http://em.21dtv.com/songs/60022170.mkv
好朋友,http://em.21dtv.com/songs/60020124.mkv
好人好梦,http://em.21dtv.com/songs/60020140.mkv
好人一生平安,http://em.21dtv.com/songs/60020148.mkv
回首情难了,http://em.21dtv.com/songs/60022180.mkv
好事样样来,http://em.21dtv.com/songs/60087456.mkv
回头情难了,http://em.21dtv.com/songs/60022186.mkv
花心,http://em.21dtv.com/songs/60021511.mkv
欢喜过新年,http://em.21dtv.com/songs/60021780.mkv
贺新年,http://em.21dtv.com/songs/60020479.mkv
海韵,http://em.21dtv.com/songs/60019830.mkv
坏一点,http://em.21dtv.com/songs/60021729.mkv
好运来,http://em.21dtv.com/songs/60086589.mkv
花月良宵,http://em.21dtv.com/songs/60021550.mkv
好预兆,http://em.21dtv.com/songs/60020263.mkv
久别的人,http://em.21dtv.com/songs/60117592.mkv
九百九十九朵玫瑰,http://em.21dtv.com/songs/60024300.mkv
金包银,http://em.21dtv.com/songs/60024037.mkv
酒场浪子(演唱会),http://em.21dtv.com/songs/60024388.mkv
家和万事兴,http://em.21dtv.com/songs/60165889.mkv
绝口不提爱你,http://em.21dtv.com/songs/60119322.mkv
家里还剩下什么,http://em.21dtv.com/songs/60132466.mkv
角落之歌,http://em.21dtv.com/songs/60086627.mkv
姐妹情手足情,http://em.21dtv.com/songs/60087457.mkv
几年几月几天,http://em.21dtv.com/songs/60123751.mkv
旧情也绵绵,http://vd3.bdstatic.com/mda-jfje0s0z33b0c9vf/mda-jfje0s0z33b0c9vf.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
家乡美_草原小姐妹,http://em.21dtv.com/songs/60087458.mkv
九月九的酒,http://em.21dtv.com/songs/60024360.mkv
金玉满堂,http://em.21dtv.com/songs/60024098.mkv
九寨沟的春天,http://em.21dtv.com/songs/60086641.mkv
祭祖先,http://em.21dtv.com/songs/60022793.mkv
看不见温柔,http://em.21dtv.com/songs/60087483.mkv
康定情歌,http://em.21dtv.com/songs/60025170.mkv
康定情歌+情人桥,http://em.21dtv.com/songs/60087461.mkv
哭得像小孩,http://em.21dtv.com/songs/60067169.mkv
苦乐年华,http://em.21dtv.com/songs/60025623.mkv
开门红_这个日子真好,http://em.21dtv.com/songs/60087462.mkv
困兽犹爱,http://em.21dtv.com/songs/60094093.mkv
渴望,http://em.21dtv.com/songs/60025370.mkv
开心又一年,http://em.21dtv.com/songs/60025039.mkv
柳暗花明,http://em.21dtv.com/songs/60027760.mkv
路边的野花不要采,http://em.21dtv.com/songs/60027926.mkv
鲁冰花,http://em.21dtv.com/songs/60027905.mkv
良辰美景,http://em.21dtv.com/songs/60027165.mkv
龙灯舞起来,http://em.21dtv.com/songs/60087494.mkv
泷观桥的呼声,http://em.21dtv.com/songs/60027825.mkv
兰花草,http://em.21dtv.com/songs/60026035.mkv
留乎天安排,http://em.21dtv.com/songs/60065251.mkv
离家的孩子,http://em.21dtv.com/songs/60026703.mkv
浪迹天崖,http://em.21dtv.com/songs/60026223.mkv
流浪的心情,http://em.21dtv.com/songs/60027652.mkv
流浪儿,http://em.21dtv.com/songs/60061933.mkv
流浪歌,http://em.21dtv.com/songs/60027659.mkv
老婆有交代,http://em.21dtv.com/songs/60089699.mkv
浪人情歌,http://vd3.bdstatic.com/mda-jetdgjum2nxdvtmu/mda-jetdgjum2nxdvtmu.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
来生缘,http://em.21dtv.com/songs/60026001.mkv
离水之鱼,http://em.21dtv.com/songs/60026786.mkv
留下了我,http://em.21dtv.com/songs/60087482.mkv
流星雨,http://em.21dtv.com/songs/60027740.mkv
浪子心情,http://em.21dtv.com/songs/60087477.mkv
弥渡山歌_上山岗,http://em.21dtv.com/songs/60087463.mkv
莫辜负好时光,http://em.21dtv.com/songs/60030424.mkv
玫瑰玫瑰我爱你,http://em.21dtv.com/songs/60028948.mkv
梅花三弄,http://em.21dtv.com/songs/60028985.mkv
满江对唱,http://em.21dtv.com/songs/60028511.mkv
美酒加咖啡,http://em.21dtv.com/songs/60029134.mkv
梦里,http://em.21dtv.com/songs/60029587.mkv
梦里的依恋(演唱会),http://em.21dtv.com/songs/60029591.mkv
马兰山歌,http://em.21dtv.com/songs/60028365.mkv
妈妈的吻,http://em.21dtv.com/songs/60028239.mkv
妹妹你真美,http://em.21dtv.com/songs/60029375.mkv
濛濛细雨忆当年,http://em.21dtv.com/songs/60089180.mkv
妈妈在那里,http://em.21dtv.com/songs/60028310.mkv
美人鱼,http://em.21dtv.com/songs/60029342.mkv
免失志,http://em.21dtv.com/songs/60030012.mkv
卖糖歌,http://em.21dtv.com/songs/60028485.mkv
明天会更好,http://em.21dtv.com/songs/60030193.mkv
梦驼铃,http://em.21dtv.com/songs/60165406.mkv
卖汤圆,http://em.21dtv.com/songs/60028483.mkv
梦醒十分,http://em.21dtv.com/songs/60029724.mkv
梦想在前方,http://em.21dtv.com/songs/60064553.mkv
明月,http://em.21dtv.com/songs/60064570.mkv
牧羊女之恋,http://em.21dtv.com/songs/60087481.mkv
女孩的心思你别猜,http://em.21dtv.com/songs/60032865.mkv
农家的小女孩,http://em.21dtv.com/songs/60032748.mkv
你究竟有几个好姐妹,http://em.21dtv.com/songs/60087450.mkv
你究竟有几个好妹妹,http://em.21dtv.com/songs/60031828.mkv
那鲁湾情歌,http://em.21dtv.com/songs/60030724.mkv
牛郎织女情,http://em.21dtv.com/songs/60089183.mkv
难念的经,http://em.21dtv.com/songs/60031223.mkv
你那里下雪了吗,http://em.21dtv.com/songs/60031933.mkv
南屏晚钟,http://em.21dtv.com/songs/60031135.mkv
